game_id,name,platform,platform_type,genre,sub_genres,release_date,release_year,developer,publisher,metacritic_score,user_rating,downloads_or_sales,popularity_score,playtime_avg,search_count,play_count,recent_trend,suggestions_count,age_rating,release_decade,log_sales,popularity_normalized,rating_category,sales_category,genre_action,genre_sports,genre_misc,genre_role-playing,genre_adventure,genre_shooter,genre_racing,genre_simulation,platform_ps2,platform_ds,platform_ps,platform_wii,platform_pc,platform_psp
vg_727,Scribblenauts,DS,Console,Puzzle,Puzzle,,2009,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,85,4.426508197317593,2220000.0,0.9228866014068465,63.0,18193,162565,Declining,258,M,2000,14.613018204298811,1.4074188381032884,Excellent,Very High,0,0,0,0,0,0,0,0,0,1,0,0,0,0
vg_728,The Legend of Zelda: Link's Awakening DX,GB,PC,Adventure,Adventure,,1998,Nintendo,Nintendo,72,4.458473848018548,2220000.0,0.8815252221900529,13.0,25897,359253,Stable,230,E10+,1990,14.613018204298811,1.253305625919463,Excellent,Very High,0,0,0,0,1,0,0,0,0,0,0,0,0,0
vg_730,BioShock 2,X360,Console,Shooter,Shooter,,2010,Take-Two Interactive,Take-Two Interactive,92,4.322705741027779,2210000.0,0.3355054635304823,41.0,11064,218985,Stable,405,E,2010,14.60850352598252,-0.7811734102316624,Excellent,Very High,0,0,0,0,0,1,0,0,0,0,0,0,0,0
vg_732,Devil May Cry 3: Dante's Awakening Special Edition,PS2,Console,Action,Action,,2006,Capcom,Capcom,67,4.412288162669868,2210000.0,0.8727727771512443,40.0,38397,31944,Declining,203,E,2000,14.60850352598252,1.2206938647805718,Excellent,Very High,1,0,0,0,0,0,0,0,1,0,0,0,0,0
vg_733,Rock Band 2,X360,Console,Misc,Misc,,2008,Electronic Arts,Electronic Arts,94,4.189641807367703,2200000.0,0.3980447360868794,92.0,8059,470050,Declining,346,M,2000,14.603968372873895,-0.5481510022798304,Excellent,Very High,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vg_736,Wario Land 3,GB,PC,Platform,Platform,,2000,Nintendo,Nintendo,68,3.725927290459297,2200000.0,0.21433650841062074,37.0,30628,407408,Rising,959,M,2000,14.603968372873895,-1.2326510264059722,Good,Very High,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_737,Pro Yakyuu Family Stadium,NES,PC,Sports,Sports,,1986,Namco Bandai Games,Namco Bandai Games,64,4.364623779510401,2200000.0,0.41313993961990303,13.0,46102,198018,Stable,346,E10+,1980,14.603968372873895,-0.49190601361904746,Excellent,Very High,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vg_738,Sonic Unleashed,WII,Console,Platform,Platform,,2008,Sega,Sega,62,4.515087060966236,2200000.0,0.18177049055687494,11.0,23913,19064,Declining,399,E,2000,14.603968372873895,-1.3539925704867557,Excellent,Very High,0,0,0,0,0,0,0,0,0,0,0,1,0,0
vg_739,High School Musical: Makin' the Cut!,DS,Console,Puzzle,Puzzle,,2007,Disney Interactive Studios,Disney Interactive Studios,83,4.724632286874778,2200000.0,0.959184349300592,88.0,32763,150648,Rising,436,T,2000,14.603968372873895,1.5426648726618393,Excellent,Very High,0,0,0,0,0,0,0,0,0,1,0,0,0,0
vg_740,Pro Evolution Soccer 2012,PS3,Console,Action,Action,,2011,Konami Digital Entertainment,Konami Digital Entertainment,90,4.026118751637107,2190000.0,0.15593584349866865,44.0,39781,411458,Declining,966,M,2010,14.599412558413583,-1.45025291090981,Excellent,Very High,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_741,Saints Row,X360,Console,Action,Action,,2006,THQ,THQ,87,4.758901439840455,2190000.0,0.23625427913262848,74.0,28634,458882,Rising,596,E,2000,14.599412558413583,-1.1509850347529245,Excellent,Very High,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_742,Star Wars: Knights of the Old Republic,XB,PC,Role-Playing,Role-Playing,,2003,Activision,Activision,61,4.442169614494763,2190000.0,0.13820417498830173,70.0,27035,180432,Stable,272,T,2000,14.599412558413583,-1.5163214135385108,Excellent,Very High,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vg_743,Kirby's Pinball Land,GB,PC,Misc,Misc,,1992,Nintendo,Nintendo,75,4.394938002348881,2190000.0,0.516842456531246,89.0,26036,18674,Declining,105,M,1990,14.599412558413583,-0.1055086473952073,Excellent,Very High,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vg_745,Hitman: Absolution,PS3,Console,Action,Action,,2012,Square Enix,Square Enix,81,4.136151998653514,2190000.0,0.17583759086777784,86.0,16097,406892,Declining,392,M,2010,14.599412558413583,-1.3760986570333071,Excellent,Very High,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_746,Yu-Gi-Oh: Duel Monsters 4,GB,PC,Role-Playing,Role-Playing,,2000,Konami Digital Entertainment,Konami Digital Entertainment,71,3.528233741576951,2180000.0,0.7609180647000047,48.0,43658,441027,Stable,69,M,2000,14.594835893480763,0.8039212774012916,Good,Very High,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vg_747,ATV Offroad Fury 2,PS2,Console,Racing,Racing,,2002,THQ,THQ,90,4.361624444346954,2180000.0,0.27866916357741633,55.0,35783,139533,Stable,383,E,2000,14.594835893480763,-0.9929464439232941,Excellent,Very High,0,0,0,0,0,0,1,0,1,0,0,0,0,0
vg_748,Forza Motorsport 5,XONE,Console,Racing,Racing,,2013,Microsoft Game Studios,Microsoft Game Studios,75,4.152848254293777,2180000.0,0.2812404639322653,55.0,46404,51443,Rising,55,M,2010,14.594835893480763,-0.9833657344624672,Excellent,Very High,0,0,0,0,0,0,1,0,0,0,0,0,0,0
vg_749,Madden NFL 25,X360,Console,Sports,Sports,,2013,Electronic Arts,Electronic Arts,94,3.875721113494939,2180000.0,0.29203732540906446,64.0,20938,325854,Declining,321,E10+,2010,14.594835893480763,-0.9431364424223768,Good,Very High,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vg_750,Pokemon Ranger,DS,Console,Role-Playing,Role-Playing,,2006,Nintendo,Nintendo,74,3.7800094312263837,2180000.0,0.6492923004966794,64.0,9981,402637,Rising,316,E,2000,14.594835893480763,0.388001755141649,Good,Very High,0,0,0,1,0,0,0,0,0,1,0,0,0,0
vg_751,Mario & Luigi: Superstar Saga,GBA,PC,Role-Playing,Role-Playing,,2003,Nintendo,Nintendo,72,3.8426343867070583,2170000.0,0.42274028840460265,78.0,40850,228222,Rising,242,E10+,2000,14.59023818634603,-0.4561349485019922,Good,Very High,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vg_753,Star Wars: Rogue Squadron,N64,PC,Simulation,Simulation,,1998,Nintendo,Nintendo,85,4.098558658857832,2170000.0,0.4548739834967722,86.0,15460,497462,Rising,798,E10+,1990,14.59023818634603,-0.3364042464856735,Excellent,Very High,0,0,0,0,0,0,0,1,0,0,0,0,0,0
vg_754,Tennis,NES,PC,Sports,Sports,,1984,Nintendo,Nintendo,77,3.5437999410504135,2170000.0,0.7628467648742174,47.0,29672,279818,Stable,517,T,1980,14.59023818634603,0.8111076475082813,Good,Very High,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vg_755,The Sims: House Party,PC,PC,Simulation,Simulation,,2001,Electronic Arts,Electronic Arts,90,3.9917910647202426,2160000.0,0.6005489615146283,53.0,1934,205126,Declining,980,M,2000,14.585619242623203,0.2063832335803823,Good,Very High,0,0,0,0,0,0,0,1,0,0,0,0,1,0
vg_756,Your Shape featuring Jenny McCarthy,WII,Console,Sports,Sports,,2009,Ubisoft,Ubisoft,61,3.5712115056166094,2160000.0,0.16374422451093718,90.0,7983,132762,Declining,79,M,2000,14.585619242623203,-1.4211587486129371,Good,Very High,0,1,0,0,0,0,0,0,0,0,0,1,0,0
vg_757,Syphon Filter 2,PS,Console,Shooter,Shooter,,2000,Sony Computer Entertainment,Sony Computer Entertainment,77,3.980323304120202,2150000.0,0.9910830506321573,37.0,34022,384456,Stable,382,E10+,2000,14.580978865220017,1.661519983873991,Good,Very High,0,0,0,0,0,1,0,0,0,0,1,0,0,0
vg_758,Tom Clancy's Rainbow Six: Siege,PS4,Console,Shooter,Shooter,,2015,Ubisoft,Ubisoft,66,4.257651627399264,2150000.0,0.23623715434559464,25.0,38069,279608,Declining,396,E10+,2010,14.580978865220017,-1.1510488420047067,Excellent,Very High,0,0,0,0,0,1,0,0,0,0,0,0,0,0
vg_759,Volleyball,NES,PC,Sports,Sports,,1987,Nintendo,Nintendo,93,4.416822353571664,2150000.0,0.42385456154914025,30.0,7049,372780,Declining,299,T,1980,14.580978865220017,-0.4519831475512846,Excellent,Very High,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vg_761,Call of Duty: Roads to Victory,PSP,Console,Shooter,Shooter,,2007,Activision,Activision,76,3.902516267163834,2140000.0,0.34264537122882127,22.0,7949,89463,Declining,12,E10+,2000,14.576316854287645,-0.7545699910294257,Good,Very High,0,0,0,0,0,1,0,0,0,0,0,0,0,1
vg_762,Super Mario RPG: Legend of the Seven Stars,SNES,PC,Role-Playing,Role-Playing,,1996,Nintendo,Nintendo,84,4.385847651264411,2140000.0,0.7289497537980829,95.0,47373,305644,Declining,535,E,1990,14.576316854287645,0.684806799729667,Excellent,Very High,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vg_763,Mahjong,NES,PC,Misc,Misc,,1983,Nintendo,Nintendo,90,3.899315288521173,2140000.0,0.7103937383103696,69.0,37051,405556,Stable,419,T,1980,14.576316854287645,0.6156667660486044,Good,Very High,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vg_764,R.C. Pro-Am,NES,PC,Racing,Racing,,1988,Nintendo,Nintendo,72,3.5374692167045363,2140000.0,0.848604473077989,50.0,5069,114791,Declining,284,T,1980,14.576316854287645,1.130642347053317,Good,Very High,0,0,0,0,0,0,1,0,0,0,0,0,0,0
vg_765,SimCity 2000,PC,PC,Simulation,Simulation,,1992,Maxis,Maxis,75,4.053039968288549,2140000.0,0.4421032488714288,30.0,24803,78884,Rising,56,M,1990,14.576316854287645,-0.38398822391406073,Excellent,Very High,0,0,0,0,0,0,0,1,0,0,0,0,1,0
vg_766,Demon Attack,2600,PC,Shooter,Shooter,,1981,Imagic,Imagic,69,4.535071044117462,2130000.0,0.6473485891957601,42.0,1587,494749,Stable,413,E,1980,14.571633007169066,0.3807594533177037,Excellent,Very High,0,0,0,0,0,1,0,0,0,0,0,0,0,0
vg_767,Dance Dance Revolution Extreme,PS2,Console,Simulation,Simulation,,2004,Konami Digital Entertainment,Konami Digital Entertainment,88,3.796734310919813,2130000.0,0.7481728678024369,76.0,31143,470335,Declining,611,E,2000,14.571633007169066,0.7564324539869605,Good,Very High,0,0,0,0,0,0,0,1,1,0,0,0,0,0
vg_768,Tetris DS,DS,Console,Puzzle,Puzzle,,2006,Nintendo,Nintendo,87,4.601304106593347,2130000.0,0.8558696038185202,5.0,47401,51435,Declining,75,M,2000,14.571633007169066,1.1577123494700667,Excellent,Very High,0,0,0,0,0,0,0,0,0,1,0,0,0,0
vg_769,Final Fantasy Tactics Advance,GBA,PC,Role-Playing,Role-Playing,,2003,SquareSoft,SquareSoft,87,4.429053978113148,2130000.0,0.675107101408627,72.0,25670,18030,Declining,833,E10+,2000,14.571633007169066,0.4841881484815224,Excellent,Very High,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vg_770,Far Cry: Primal,PS4,Console,Action,Action,,2016,Ubisoft,Ubisoft,80,4.044896020758383,2130000.0,0.595641944218124,24.0,48145,57834,Declining,594,M,2010,14.571633007169066,0.18809960251861094,Excellent,Very High,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_771,Toy Story 3: The Video Game,DS,Console,Action,Action,,2010,Disney Interactive Studios,Disney Interactive Studios,93,4.01698404589167,2120000.0,0.8758875988113028,94.0,17002,300911,Declining,525,E10+,2010,14.566927118346197,1.2322997439969126,Excellent,Very High,1,0,0,0,0,0,0,0,0,1,0,0,0,0
vg_773,Kirby's Epic Yarn,WII,Console,Platform,Platform,,2010,Nintendo,Nintendo,82,4.302019246672043,2120000.0,0.35590586888975384,47.0,2455,191140,Stable,569,M,2010,14.566927118346197,-0.7051611480851201,Excellent,Very High,0,0,0,0,0,0,0,0,0,0,0,1,0,0
vg_774,Project Gotham Racing,XB,PC,Racing,Racing,,2001,Microsoft Game Studios,Microsoft Game Studios,69,4.184469961570027,2120000.0,0.8219612913030566,27.0,28174,162244,Declining,368,E,2000,14.566927118346197,1.031369392333634,Excellent,Very High,0,0,0,0,0,0,1,0,0,0,0,0,0,0
vg_780,Need for Speed: Hot Pursuit 2,PS2,Console,Racing,Racing,,2002,Electronic Arts,Electronic Arts,82,4.61147560261939,2110000.0,0.3978262975121625,21.0,38850,471431,Stable,438,M,2000,14.562198979385785,-0.5489649081759088,Excellent,Very High,0,0,0,0,0,0,1,0,1,0,0,0,0,0
vg_781,Mario Sports Mix,WII,Console,Sports,Sports,,2010,Nintendo,Nintendo,76,3.9118286852698994,2110000.0,0.8531398120557361,53.0,4842,479568,Declining,810,M,2010,14.562198979385785,1.1475410982902996,Good,Very High,0,1,0,0,0,0,0,0,0,0,0,1,0,0
vg_783,Dynasty Warriors 4,PS2,Console,Action,Action,,2003,Tecmo Koei,Tecmo Koei,88,4.437398459491503,2110000.0,0.47082605400544086,45.0,20613,436339,Declining,232,E10+,2000,14.562198979385785,-0.27696655669810427,Excellent,Very High,1,0,0,0,0,0,0,0,1,0,0,0,0,0
vg_785,Parasite Eve,PS,Console,Role-Playing,Role-Playing,,1998,SquareSoft,SquareSoft,74,4.707334268934253,2100000.0,0.5995394950550533,51.0,3324,389646,Stable,789,E10+,1990,14.557448378884015,0.20262194414509743,Excellent,Very High,0,0,0,1,0,0,0,0,0,0,1,0,0,0
vg_786,Scooby-Doo! Night of 100 Frights,PS2,Console,Platform,Platform,,2002,THQ,THQ,80,4.011640149722179,2100000.0,0.49302023520890614,56.0,15897,96869,Stable,49,E10+,2000,14.557448378884015,-0.19427065482481404,Excellent,Very High,0,0,0,0,0,0,0,0,1,0,0,0,0,0
vg_787,Project Gotham Racing (JP weekly sales),XB,PC,Action,Action,,2002,Microsoft Game Studios,Microsoft Game Studios,83,4.697087557852024,2100000.0,0.14933647102300068,59.0,36595,496796,Declining,874,T,2000,14.557448378884015,-1.4748422865515622,Excellent,Very High,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_788,Need for Speed: Most Wanted 5-1-0,PSP,Console,Racing,Racing,,2005,Electronic Arts,Electronic Arts,75,4.751304341596293,2100000.0,0.8573195797873837,55.0,4682,114425,Rising,401,E10+,2000,14.557448378884015,1.163114984932962,Excellent,Very High,0,0,0,0,0,0,1,0,0,0,0,0,0,1
vg_789,Portal 2,X360,Console,Shooter,Shooter,,2011,Valve Software,Valve Software,82,3.8428839036478966,2100000.0,0.2936416370108012,54.0,2956,124017,Stable,512,T,2010,14.557448378884015,-0.9371587497300828,Good,Very High,0,0,0,0,0,1,0,0,0,0,0,0,0,0
vg_790,Devil May Cry 3: Dante's Awakening,PS2,Console,Action,Action,,2005,Capcom,Capcom,73,4.543302984330923,2089999.9999999998,0.4071250168277518,59.0,9580,329476,Rising,53,E,2000,14.55267510240978,-0.5143177196619579,Excellent,Very High,1,0,0,0,0,0,0,0,1,0,0,0,0,0
vg_791,Derby Stallion,PS,Console,Sports,Sports,,1997,ASCII Entertainment,ASCII Entertainment,80,4.267368923864842,2089999.9999999998,0.8986959961736664,61.0,46886,236068,Rising,277,E10+,1990,14.55267510240978,1.3172842258695994,Excellent,Very High,0,1,0,0,0,0,0,0,0,0,1,0,0,0
vg_792,Dead Rising,X360,Console,Action,Action,,2006,Capcom,Capcom,74,4.126315101470764,2089999.9999999998,0.5605028791439876,34.0,15129,451032,Stable,520,E10+,2000,14.55267510240978,0.05717084012586978,Excellent,Very High,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_794,NBA 2K11,X360,Console,Action,Action,,2010,Take-Two Interactive,Take-Two Interactive,93,4.254738480582576,2089999.9999999998,0.3697051956596006,38.0,47941,70480,Stable,816,E10+,2010,14.55267510240978,-0.653744618589608,Excellent,Very High,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_795,Wipeout: The Game,WII,Console,Misc,Misc,,2009,Mindscape,Mindscape,87,3.6213550474197445,2089999.9999999998,0.839488814944317,81.0,36806,311592,Stable,992,T,2000,14.55267510240978,1.0966772476598372,Good,Very High,0,0,1,0,0,0,0,0,0,0,0,1,0,0
vg_796,The Sims 2: Pets,DS,Console,Simulation,Simulation,,2006,Electronic Arts,Electronic Arts,65,4.151306803885893,2089999.9999999998,0.1737364712992075,14.0,47739,313645,Declining,500,M,2000,14.55267510240978,-1.3839274647768167,Excellent,Very High,0,0,0,0,0,0,0,1,0,1,0,0,0,0
vg_797,Battlefield: Hardline,PS4,Console,Shooter,Shooter,,2015,Electronic Arts,Electronic Arts,89,4.407449932450942,2089999.9999999998,0.5969510705728645,72.0,20923,395504,Stable,939,M,2010,14.55267510240978,0.1929774298905192,Excellent,Very High,0,0,0,0,0,1,0,0,0,0,0,0,0,0
vg_798,Metal Gear Solid: Peace Walker,PSP,Console,Action,Action,,2010,Konami Digital Entertainment,Konami Digital Entertainment,89,4.00925347336046,2089999.9999999998,0.4398851789622703,27.0,29594,251354,Declining,516,E10+,2010,14.55267510240978,-0.3922527906432551,Excellent,Very High,1,0,0,0,0,0,0,0,0,0,0,0,0,1
vg_799,World of Warcraft: Cataclysm,PC,PC,Role-Playing,Role-Playing,,2010,Activision,Activision,84,4.096572140868606,2080000.0,0.5223138436422778,29.0,8075,34531,Stable,799,M,2010,14.547878932446617,-0.0851221646726987,Excellent,Very High,0,0,0,1,0,0,0,0,0,0,0,0,1,0
vg_800,Tetris Worlds,PS2,Console,Puzzle,Puzzle,,2002,THQ,THQ,80,4.355959723864026,2080000.0,0.16318796252550127,70.0,48988,207837,Rising,114,M,2000,14.547878932446617,-1.4232313903626703,Excellent,Very High,0,0,0,0,0,0,0,0,1,0,0,0,0,0
vg_801,Need For Speed: Undercover,PS3,Console,Racing,Racing,,2008,Electronic Arts,Electronic Arts,74,3.90885042285173,2080000.0,0.9022935328754536,40.0,15677,296162,Stable,80,E,2000,14.547878932446617,1.3306887096552011,Good,Very High,0,0,0,0,0,0,1,0,0,0,0,0,0,0
vg_802,Dance Dance Revolution: Hottest Party,WII,Console,Simulation,Simulation,,2007,Konami Digital Entertainment,Konami Digital Entertainment,62,3.5957078054967133,2080000.0,0.6182836702804793,27.0,49600,390075,Rising,891,E,2000,14.547878932446617,0.2724630642534419,Good,Very High,0,0,0,0,0,0,0,1,0,0,0,1,0,0
vg_803,Mario Party 5,GC,Console,Misc,Misc,,2003,Nintendo,Nintendo,93,3.613568109417792,2080000.0,0.2775515740230979,56.0,28820,176046,Rising,786,T,2000,14.547878932446617,-0.9971106018740323,Good,Very High,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vg_805,Sim Theme Park,PC,PC,Strategy,Strategy,,1998,Electronic Arts,Electronic Arts,73,4.733564175802242,2080000.0,0.841385456064613,43.0,38984,144018,Declining,326,E,1990,14.547878932446617,1.103744165179117,Excellent,Very High,0,0,0,0,0,0,0,0,0,0,0,0,1,0
vg_806,Warcraft: Orcs & Humans,PC,PC,Strategy,Strategy,,1994,Activision,Activision,86,4.661971653404446,2080000.0,0.9492732597026916,66.0,20815,276788,Declining,228,M,1990,14.547878932446617,1.505735981916485,Excellent,Very High,0,0,0,0,0,0,0,0,0,0,0,0,1,0
vg_808,Spec Ops: Airborne Commando,PS,Console,Shooter,Shooter,,2002,Take-Two Interactive,Take-Two Interactive,89,4.715565910965299,2069999.9999999998,0.9943430603174744,55.0,35946,88562,Stable,321,E10+,2000,14.543059648333223,1.67366683617602,Excellent,Very High,0,0,0,0,0,1,0,0,0,0,1,0,0,0
vg_809,Kingdom Hearts: Birth by Sleep,PSP,Console,Role-Playing,Role-Playing,,2010,Square Enix,Square Enix,86,4.414963290437622,2069999.9999999998,0.9699842423992043,79.0,14368,237519,Declining,627,T,2010,14.543059648333223,1.5829054605770816,Excellent,Very High,0,0,0,1,0,0,0,0,0,0,0,0,0,1
vg_810,UFC 2009 Undisputed,X360,Console,Fighting,Fighting,,2009,THQ,THQ,69,3.9672290102122094,2069999.9999999998,0.1986971091929538,82.0,31607,10872,Stable,486,E10+,2000,14.543059648333223,-1.290923697571668,Good,Very High,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_811,Dark Souls,PS3,Console,Role-Playing,Role-Playing,,2011,Namco Bandai Games,Namco Bandai Games,63,4.154839167548291,2069999.9999999998,0.7498464214064742,21.0,15396,291256,Stable,410,E,2010,14.543059648333223,0.7626681435738127,Excellent,Very High,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vg_812,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,PC,Strategy,Strategy,,2001,Konami Digital Entertainment,Konami Digital Entertainment,63,3.6897297466203316,2069999.9999999998,0.9143615740552367,33.0,14639,24948,Declining,181,M,2000,14.543059648333223,1.3756544391884153,Good,Very High,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_815,Tom Clancy's Splinter Cell: Conviction,X360,Console,Action,Action,,2010,Ubisoft,Ubisoft,64,3.829155710302805,2060000.0,0.7584694594019092,14.0,3478,343929,Rising,26,E10+,2010,14.53821702620254,0.7947977318376417,Good,Very High,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_816,Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,PC,Role-Playing,Role-Playing,,2005,Nintendo,Nintendo,87,4.366810129672407,2060000.0,0.4500364704490103,96.0,10737,287292,Rising,125,M,2000,14.53821702620254,-0.3544289035181222,Excellent,Very High,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vg_818,R4: Ridge Racer Type 4,PS,Console,Racing,Racing,,1998,Namco Bandai Games,Namco Bandai Games,85,4.113136895240524,2060000.0,0.4044856342626424,7.0,13843,376624,Stable,972,M,1990,14.53821702620254,-0.5241521046122026,Excellent,Very High,0,0,0,0,0,0,1,0,0,0,1,0,0,0
vg_819,SoulCalibur II,PS2,Console,Fighting,Fighting,,2003,Namco Bandai Games,Namco Bandai Games,92,4.446434325377619,2060000.0,0.35132682933881687,41.0,9641,87215,Stable,627,E,2000,14.53821702620254,-0.7222227284113668,Excellent,Very High,0,0,0,0,0,0,0,0,1,0,0,0,0,0
vg_820,Mario & Luigi: Dream Team,3DS,Console,Role-Playing,Role-Playing,,2013,Nintendo,Nintendo,66,4.043870960061144,2060000.0,0.9960682545570148,96.0,20579,141438,Declining,548,T,2010,14.53821702620254,1.6800949396612306,Excellent,Very High,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vg_824,Pokémon Mystery Dungeon: Blue Rescue Team,DS,Console,Role-Playing,Role-Playing,,2005,Nintendo,Nintendo,79,4.269878923047355,2049999.9999999998,0.44301838856098963,6.0,45449,266786,Rising,844,T,2000,14.53335083891935,-0.3805783976503886,Excellent,Very High,0,0,0,1,0,0,0,0,0,1,0,0,0,0
vg_825,Sonic Mega Collection,GC,Console,Misc,Misc,,2002,Infogrames,Infogrames,92,4.567478474930972,2049999.9999999998,0.1850732109019206,9.0,32580,177161,Stable,306,M,2000,14.53335083891935,-1.3416865775300895,Excellent,Very High,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vg_827,NBA Jam,GEN,PC,Sports,Sports,,1992,Arena Entertainment,Arena Entertainment,92,4.046108815019066,2049999.9999999998,0.9143367235173739,79.0,12828,138174,Declining,89,T,1990,14.53335083891935,1.3755618456558243,Excellent,Very High,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vg_828,PGR4 - Project Gotham Racing 4,X360,Console,Racing,Racing,,2007,Microsoft Game Studios,Microsoft Game Studios,76,4.164217790891005,2049999.9999999998,0.5586314823560561,9.0,46490,35001,Declining,230,E,2000,14.53335083891935,0.050197983424284935,Excellent,Very High,0,0,0,0,0,0,1,0,0,0,0,0,0,0
vg_829,Kingdom Hearts 358/2 Days,DS,Console,Role-Playing,Role-Playing,,2009,Square Enix,Square Enix,73,4.514654076277196,2040000.0,0.17035952999520682,49.0,21357,96795,Rising,650,E10+,2000,14.528460856016357,-1.396510006306391,Excellent,Very High,0,0,0,1,0,0,0,0,0,1,0,0,0,0
vg_830,Dance Central 2,X360,Console,Misc,Misc,,2011,Microsoft Game Studios,Microsoft Game Studios,88,3.5433174561186846,2040000.0,0.5377764316887768,99.0,3946,410244,Rising,237,E10+,2010,14.528460856016357,-0.027508294979648858,Good,Very High,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vg_831,Rayman Raving Rabbids: TV Party,WII,Console,Misc,Misc,,2008,Ubisoft,Ubisoft,65,4.247362749444612,2040000.0,0.5936162841410134,7.0,2923,475122,Rising,127,E,2000,14.528460856016357,0.18055195814147917,Excellent,Very High,0,0,1,0,0,0,0,0,0,0,0,1,0,0
vg_832,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,Console,Shooter,Shooter,,2006,Sony Computer Entertainment,Sony Computer Entertainment,94,3.946027471623164,2040000.0,0.8412899272458373,87.0,20963,392937,Stable,508,E,2000,14.528460856016357,1.1033882231530912,Good,Very High,0,0,0,0,0,1,0,0,1,0,0,0,0,0
vg_833,Peter Jackson's King Kong: The Official Game of the Movie,PS2,Console,Action,Action,,2005,Ubisoft,Ubisoft,94,3.7240352736623588,2040000.0,0.7028143879541863,31.0,43349,82833,Declining,426,T,2000,14.528460856016357,0.5874259759256347,Good,Very High,1,0,0,0,0,0,0,0,1,0,0,0,0,0
vg_835,Need for Speed: The Run,PS3,Console,Action,Action,,2011,Electronic Arts,Electronic Arts,73,4.716408596027558,2040000.0,0.17639011294064288,19.0,46939,450763,Declining,733,E10+,2010,14.528460856016357,-1.3740399502623026,Excellent,Very High,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_836,Madden NFL 15,PS4,Console,Sports,Sports,,2014,Electronic Arts,Electronic Arts,71,4.0551911852190985,2029999.9999999998,0.9757356528699832,9.0,23453,171001,Declining,487,T,2010,14.523546843628687,1.6043353151666389,Excellent,Very High,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vg_837,1080°: TenEighty Snowboarding,N64,PC,Sports,Sports,,1998,Nintendo,Nintendo,85,4.767597557646634,2029999.9999999998,0.7241866305159932,59.0,20086,269392,Declining,628,M,1990,14.523546843628687,0.6670593202468657,Excellent,Very High,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vg_839,NBA Live 2004,PS2,Console,Sports,Sports,,2003,Electronic Arts,Electronic Arts,80,3.5408795939783,2029999.9999999998,0.10099652966755805,97.0,8039,138148,Rising,641,E,2000,14.523546843628687,-1.6549577416000296,Good,Very High,0,1,0,0,0,0,0,0,1,0,0,0,0,0
vg_840,Dead Space,PS3,Console,Action,Action,,2008,Electronic Arts,Electronic Arts,80,4.540070498897757,2020000.0,0.3282566649521018,50.0,48909,173163,Rising,815,T,2000,14.51860856442677,-0.8081825587306124,Excellent,Very High,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_841,Call of Duty 2,X360,Console,Shooter,Shooter,,2005,Activision,Activision,70,3.5884978249804163,2020000.0,0.8791748135766315,90.0,26594,462020,Rising,993,T,2000,14.51860856442677,1.24454796289618,Good,Very High,0,0,0,0,0,1,0,0,0,0,0,0,0,0
vg_843,Forza Horizon,X360,Console,Racing,Racing,,2012,Microsoft Game Studios,Microsoft Game Studios,89,4.738776777182939,2020000.0,0.8470085545953119,5.0,38102,70819,Rising,591,E,2010,14.51860856442677,1.1246959272673671,Excellent,Very High,0,0,0,0,0,0,1,0,0,0,0,0,0,0
